Susan swam in the pool .	swam	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
David slept on the couch .	slept	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
Lisa sat by the window .	sat	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
Mark stood near the door .	stood	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
Sarah looked at the painting .	looked	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
Paul listened to the radio .	listened	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
Anna talked with the teacher .	talked	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
James agreed with the plan .	agreed	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
Emily waited for the bus .	waited	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
Brian apologized to the boss .	apologized	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
Chloe smiled at the baby .	smiled	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
Kevin laughed at the joke .	laughed	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
Megan cried during the movie .	cried	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
Jason arrived at the station .	arrived	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
Laura departed from the airport .	departed	"_,x,_,_,_,_"	"ARG0,O,O,O,O,O"
The committee approves the budget .	approves	"_,_,x,_,_,_"	"O,ARG0,O,O,O,O"
The investors lost their money .	lost	"_,_,x,_,_,_"	"O,ARG0,O,O,O,O"
A stranger knocked .	knocked	"_,_,x,_"	"O,ARG0,O,O"
The baby cried .	cried	"_,_,x,_"	"O,ARG0,O,O"
I rang the bell .	rang	"_,x,_,_,_"	"ARG0,O,O,O,O"
The engine sputtered .	sputtered	"_,_,x,_"	"O,ARG0,O,O"
The train stopped .	stopped	"_,_,x,_"	"O,ARG0,O,O"
Strong winds blew .	blew	"_,_,x,_"	"O,ARG0,O,O"
Wild horses galloped .	galloped	"_,_,x,_"	"O,ARG0,O,O"
Brave soldiers fought .	fought	"_,_,x,_"	"O,ARG0,O,O"
Smart students learn .	learn	"_,_,x,_"	"O,ARG0,O,O"
Young children play .	play	"_,_,x,_"	"O,ARG0,O,O"
I removed the obstacle .	removed	"_,x,_,_,_"	"ARG0,O,O,O,O"
Water rusted the metal .	rusted	"_,x,_,_,_"	"ARG0,O,O,O,O"
I spilled my coffee .	spilled	"_,x,_,_,_"	"ARG0,O,O,O,O"
Mr . Hu supervised the test .	supervised	"_,_,_,x,_,_,_"	"O,O,ARG0,O,O,O,O"
The scientists published new findings .	published	"_,_,x,_,_,_"	"O,ARG0,O,O,O,O"
A dog barks .	barks	"_,_,x,_"	"O,ARG0,O,O"
The clock ticked .	ticked	"_,_,x,_"	"O,ARG0,O,O"
I did the homework .	did	"_,x,_,_,_"	"ARG0,O,O,O,O"
Keze finished the assignment .	finished	"_,x,_,_,_"	"ARG0,O,O,O,O"
