Tom tore the cloth .	tore; cloth	"_,x,_,_,_"	"O,O,O,ARG1,O"
The cloth tore .	tore; cloth	"_,_,x,_"	"O,ARG1,O,O"
Jane turned the page .	turned; page	"_,x,_,_,_"	"O,O,O,ARG1,O"
The page turned .	turned; page	"_,_,x,_"	"O,ARG1,O,O"
I woke the baby .	woke; baby	"_,x,_,_,_"	"O,O,O,ARG1,O"
The baby woke .	woke; baby	"_,_,x,_"	"O,ARG1,O,O"
You emptied the cup .	emptied; cup	"_,x,_,_,_"	"O,O,O,ARG1,O"
The cup emptied .	emptied; cup	"_,_,x,_"	"O,ARG1,O,O"
The agent doubled the price .	double; price	"_,_,x,_,_,_"	"O,O,O,O,ARG1,O"
The price doubled .	double; price	"_,_,x,_"	"O,ARG1,O,O"
